"","boro","NEIGHBORHOOD","decile","COOPUNITKEY","GROSSCON","prediction","geometry"
"248",4,4050,6,"405863006000000098-0000    293",350000,357986.024500512,c(-73.7817867513902, 40.7840990726252)
"249",4,4320,10,"401275002000000001-0000    321",650000,581112.836488887,c(-73.8903174050526, 40.7499249424025)
"250",1,1271,5,"101499002500000001-0000    L02",732500,765866.526546875,c(-73.9574382519261, 40.7814092194549)
"251",2,2300,10,"205745001200000001-0000    15K",520000,602029.8954522,c(-73.9210420064715, 40.8831030060619)
"252",1,1201,8,"101341000100000001-0000     9D",1299000,1259394.18844212,c(-73.968922051687, 40.7537271130998)
"253",1,1030,4,"100798007100000001-0000     4C",605000,684422.552408566,c(-73.9948718445833, 40.7434638860979)
"254",1,1100,9,"100816007800000001-0000     4E",2337500,2234876.70712753,c(-73.9961551390811, 40.7378015847796)
"255",4,4250,2,"403907097500000001-0000     2S",240000,274379.488149277,c(-73.8516308223066, 40.6991314383951)
"256",1,1270,8,"101383000100000001-0000  0005E",1625000,2066816.31367046,c(-73.968354861499, 40.7698961454353)
"257",5,5070,1,"500327006000000002-0000     3F",105000,135645.27264366,c(-74.1070169684512, 40.6189772554735)
"258",3,3233,1,"301325000100000001-0000    C36",160000,171097.97189098,c(-73.9433061201223, 40.6632660517416)
"259",4,4370,6,"403322015600000002-0000     4E",345000,293534.918908987,c(-73.8335858049475, 40.7051928669584)
"260",4,4220,3,"402129001400000002-0000    C17",260000,324328.013225176,c(-73.8519179538541, 40.7304857621747)
"261",2,2210,4,"204289002000000002-0000    133",209000,220888.865151365,c(-73.8655729949444, 40.8514511893972)
"262",1,1270,2,"101467004200000001-0000     2D",435000,460947.949478961,c(-73.9549346185532, 40.7679930197033)
"263",1,1270,2,"101489003700000004-0000     1H",430000,371770.302866572,c(-73.9500131212496, 40.7700681792284)
"264",1,1270,10,"101389000100000001-0000    11C",5750000,3665097.14202657,c(-73.9655647092935, 40.7738110113325)
"265",1,1121,7,"100637008100000001-0000     4K",1040000,1167426.52424068,c(-74.0095436769592, 40.7348987031862)
"266",3,3060,7,"300388000800000001-0000     3F",570000,624760.711995637,c(-73.9839511431749, 40.683971450799)
"267",4,4440,3,"407844000200000019-5000      A",250000,274721.595115537,c(-73.7439990984253, 40.7372618720672)
"268",4,4310,2,"411431001500000001-0000     1H",227000,187714.015416173,c(-73.8488872869176, 40.6679044778726)
"269",3,3420,9,"301059005000000001-0000     4G",1050000,1156790.84660065,c(-73.9725359127101, 40.6752221488308)
"270",1,1270,10,"101403003300000001-0000    14E",3401750,2535652.53658887,c(-73.9630578448983, 40.7678409013831)
"271",1,1270,4,"101447000900000001-0000    16K",650000,967287.019647051,c(-73.9571780524318, 40.7687620442526)
"272",1,1120,7,"100562004000000001-0000     4H",1205000,1146112.99902777,c(-73.9927747058032, 40.7325312440141)
"273",1,1271,4,"101555002300000001-0000     8F",650000,583179.216871264,c(-73.9467014930952, 40.7811837062279)
"274",5,5130,5,"503546000100000004-0000    79D",240000,225213.64012727,c(-74.0976108556768, 40.5846894180691)
"275",1,1271,1,"101580003300000003-0000     4N",385000,376506.249692179,c(-73.9466478827377, 40.7737575315613)
"276",4,4220,9,"402237000100000001-0000    28F",483000,447617.719803766,c(-73.8395641228239, 40.720253177247)
"277",4,4220,5,"403334025000000001-0000     5A",315000,311403.398682652,c(-73.8341759177803, 40.7131406081948)
"278",1,1270,4,"101489000800000001-0000     3B",615000,535615.770334737,c(-73.950195245588, 40.7698169446481)
"279",2,2190,4,"203252026800000001-0000     2D",221000,222158.337673203,c(-73.8927148831618, 40.8835036658428)
"280",4,4170,7,"401837001200000001-0000     5J",363000,346919.302199093,c(-73.8760374395357, 40.7385464150428)
"281",4,4050,6,"407349000100000024-0000     3C",335000,293863.836858263,c(-73.7640803706605, 40.7568644372392)
"282",4,4560,5,"400125002800000001-0000    105",325000,348756.958252189,c(-73.9169026986479, 40.749584160875)
"283",2,2030,1,"203280001300000001-0000     1C",120000,127219.131865254,c(-73.8831959498307, 40.868333821384)
"284",1,1120,5,"100573004300000001-0000    415",805000,794527.407762882,c(-73.9963064633123, 40.7332486816949)
"285",4,4060,7,"404591008200000002-0000     6D",380000,397758.081580464,c(-73.7993028724105, 40.7921200918316)
"286",4,4440,3,"407732015000000014-0000   146D",250000,245963.685740344,c(-73.7612725213745, 40.7382840957802)
"287",1,1030,7,"100798007100000001-0000     5A",1150000,1281363.80227801,c(-73.9948718445833, 40.7434638860979)
"288",3,3480,2,"307423001100000004-0000     2C",250000,264260.23850485,c(-73.938980012222, 40.5928629258896)
"289",2,2300,8,"205901000100000001-0000    18M",355000,363966.862498854,c(-73.9145372157692, 40.8854677126167)
"290",4,4140,5,"401907000100000002-0000     6B",320000,245987.280305366,c(-73.8620216182307, 40.7383244663079)
"291",1,1281,8,"101217005000000001-0000     8A",1350000,1215236.75505874,c(-73.9734695266746, 40.7876569614384)
"292",3,3020,1,"306126004100000001-0000    B10",160000,179133.950943816,c(-74.0329147519094, 40.6144722352168)
"293",4,4150,9,"408107002400000001-0000     1C",450000,428171.24225867,c(-73.745637306813, 40.7669625933945)
"294",3,3330,1,"306836006400000001-0000     5P",197000,222108.642086286,c(-73.9427345183692, 40.6066991324942)
"295",1,1100,3,"100842000700000001-0000    826",540000,575717.2006247,c(-73.9925097137662, 40.735852530367)
"296",1,1291,4,"102179044000000001-0000     3H",630000,522335.525514225,c(-73.9375399885311, 40.8567095119006)
"297",3,3480,4,"308791010400000003-0000     3D",345000,315554.486191231,c(-73.9403070812936, 40.5863740039536)
"298",1,1201,2,"101324001100000001-0000     3B",463000,507044.481817468,c(-73.9696336928365, 40.7555857842881)
"299",2,2300,10,"205909097700000002-0000   B604",630000,526270.529590473,c(-73.9093031524166, 40.8913868177129)
"300",4,4320,10,"401276006700000001-0000   0002",1100000,963527.397520084,c(-73.8898685197631, 40.7506036945578)
"301",3,3500,7,"300917004800000001-0000     1E",585000,601308.398677996,c(-74.0034763044438, 40.649458800534)
"302",4,4560,5,"400169003200000002-0000     2A",325000,329018.920118001,c(-73.921943871676, 40.7427255849884)
"303",1,1201,1,"101347000900000001-0000     3H",338000,400458.973910201,c(-73.9656539047811, 40.7571869769557)
"304",3,3150,4,"301905000100000001-0000    817",375000,339397.931669936,c(-73.96519635708, 40.6925684261311)
"305",3,3401,3,"307238004200000001-0000     5C",310000,336963.030471687,c(-73.9668259132593, 40.5863504246574)
"306",1,1201,1,"101334004100000001-0000   2411",335000,374729.201685303,c(-73.9714800907511, 40.7492114132245)
"307",1,1270,10,"101384006900000001-0000     8B",3500000,3452857.44590232,c(-73.9676489261996, 40.7708633790086)
"308",1,1270,4,"101447001900000001-0000    31B",645000,632176.106690443,c(-73.9564599780601, 40.7683018702458)
"309",1,1280,4,"101183003200000001-0000     7C",625000,877005.452022065,c(-73.9849631092239, 40.7795754186331)
"310",2,2300,3,"205796013500000001-0000     3A",190000,215204.163094445,c(-73.9089912720803, 40.8881723537534)
"311",1,1281,7,"101209010900000001-0000     62",1090000,1042492.1822708,c(-73.9669099472179, 40.7919731752242)
"312",4,4210,2,"404312001000000002-0000     3A",238000,263825.018011982,c(-73.8288909797384, 40.7731266239402)
"313",1,1210,7,"101978000100000006-0000    12F",1110000,1046106.62970008,c(-73.9586962723194, 40.8125152615125)
"314",4,4220,7,"402148000100000001-0000     4H",354900,445149.557903318,c(-73.8510879399311, 40.7328836003535)
"315",4,4220,8,"403236003500000001-0000     5E",425000,379827.116143823,c(-73.8492554856544, 40.7221531757117)
"316",2,2300,8,"205953024000000003-0000     5H",385000,374128.058994894,c(-73.9054208880704, 40.9092522950817)
"317",3,3480,2,"307465005200000001-0000     6A",249900,263527.856961962,c(-73.9487571384766, 40.5873845305058)
"318",2,2180,2,"203226005300000009-0000     6H",165000,165823.78020219,c(-73.9077536434926, 40.864591539613)
"319",4,4220,5,"402224004800000001-0000     6E",320000,346441.450094887,c(-73.8423286996222, 40.7215511414293)
"320",1,1150,1,"100732001600000001-0000    14C",325000,451560.66573932,c(-73.9977433849112, 40.7542942932393)
"321",1,1220,7,"100891005900000001-0000     6C",1275000,1048967.25899584,c(-73.9782106788783, 40.7471964570885)
"322",1,1271,10,"101491000100000001-0000    17A",8000000,7702677.39727037,c(-73.9631984944074, 40.7770416546112)
"323",1,1201,2,"101328003000000001-0000     2G",425000,418212.703740138,c(-73.9670495652647, 40.758098823455)
"324",4,4220,3,"402234000600000001-0000    331",247000,225773.364885079,c(-73.8405398336723, 40.7223753198179)
"325",1,1270,10,"101409006900000001-0000     2B",3600000,2788044.54960332,c(-73.962147006127, 40.7727277832125)
"326",4,4320,8,"401457000100000001-0000     1C",420000,495802.268400979,c(-73.8833925642916, 40.7515198585783)
"327",4,4310,5,"411421001300000010-0000     20",315000,294971.49146217,c(-73.8443055903564, 40.6681968050392)
"328",1,1271,4,"101544001900000001-0000    11D",630000,610553.765436302,c(-73.9520535841124, 40.7740450570933)
"329",4,4230,2,"40711700510000001-43000   2052",238000,231059.701531457,c(-73.777186693644, 40.7381673510423)
"330",1,1060,5,"101066003700000001-0000     3M",771981,714046.623844462,c(-73.9866209331722, 40.7679490557796)
"331",4,4470,5,"403170000100000001-0000    118",310000,282458.056985286,c(-73.8536360248987, 40.7259147929921)
"332",3,3440,8,"301164004200000001-0000     2E",824000,871668.778393112,c(-73.9701857319159, 40.6767107632707)
"333",1,1201,8,"101368002500000001-0000    18D",1550000,1627948.36638318,c(-73.9611929389599, 40.7572188102674)
"334",1,1201,7,"101363003700000003-0000    12E",999000,1018142.45095823,c(-73.9641292378682, 40.7544139042761)
"335",1,1201,4,"101334001000000001-0000    808",625000,596491.721686251,c(-73.9716702107224, 40.7489745870643)
"336",1,1271,5,"101547004900000001-0000   1405",715000,677587.195510988,c(-73.9520508744584, 40.7768652616553)
"337",3,3480,4,"308808005900000001-0000    523",382278,374336.535051771,c(-73.9316863587374, 40.584782264496)
"338",1,1281,5,"101213000900000001-0000     5D",740000,788512.322411994,c(-73.9757935531051, 40.7848550290739)
"339",3,3420,9,"301074005100000001-0000      2",1075000,1049827.2114741,c(-73.975887763308, 40.6711682545373)
"340",1,1271,4,"101566000100000001-0000    20N",627676,597589.311682664,c(-73.9487759521699, 40.7769315526863)
"341",4,4440,2,"407732015000000015-1000   155K",225000,253479.697540147,c(-73.7612725213745, 40.7382840957802)
"342",2,2300,5,"205891160100000001-0000     6C",225500,227235.149441861,c(-73.9021260718713, 40.9127467786983)
"343",3,3020,5,"306121000300000001-0000     4E",465000,529856.245765248,c(-74.0352717773794, 40.6166745278099)
"344",5,5160,3,"500597012000000004-6000      B",200000,195830.033755157,c(-74.0948964780467, 40.6188385739308)
"345",4,4050,5,"406149000100000006-5000    267",309000,295675.210080458,c(-73.7827252383857, 40.7659398684556)
"346",1,1190,8,"101836003600000001-0000    12B",1455000,1604399.28648607,c(-73.9627790109546, 40.7948218060561)
"347",1,1121,6,"100622001400000001-0000     4B",951000,1096014.03796549,c(-74.0053397447719, 40.7357406389969)
"348",4,4210,4,"405137001100000001-0000     5V",278000,311184.852177897,c(-73.8249662673272, 40.7534095159253)
"349",3,3150,10,"301933007000000001-0000     2J",1425000,1382955.82260285,c(-73.9628051980142, 40.689792671914)
"350",1,1160,4,"100928000100000001-0000    11K",615000,663017.831105301,c(-73.9807845188557, 40.7372107763318)
"351",3,3440,10,"301179004700000001-0000    14I",2536000,2413534.00598647,c(-73.9641909166108, 40.6725658748178)
"352",4,4470,4,"402086005000000004-0000     9C",280000,304869.64151237,c(-73.8598809796084, 40.7322696134384)
"353",3,3230,9,"305217001800000001-0000     2F",865000,773085.48336647,c(-73.9607833652299, 40.6357956503611)
"354",1,1271,3,"101520002700000001-0000     3G",560000,649235.039814535,c(-73.9523099407863, 40.7825285214402)
"355",1,1270,7,"101407003300000001-0000    16D",1185000,1262263.72496637,c(-73.9606485835163, 40.7702444606928)
"356",1,1271,5,"101565002900000001-0000    33C",700000,705138.946273635,c(-73.9478840306659, 40.7758797850368)
"357",1,1281,7,"101217005400000001-0000     3B",1250000,1283538.47844992,c(-73.9737300687052, 40.7877667811888)
"358",3,3401,3,"307238011500000001-0000     5P",315000,311977.224552388,c(-73.9671386625963, 40.5854664899396)
"359",3,3420,9,"301064003700000001-0000     1A",1013158,969340.219465291,c(-73.9722232051772, 40.6734631716144)
"360",2,2150,7,"203173001300000001-0000     2G",315000,252794.078357876,c(-73.8999795040673, 40.8608465026821)
"361",3,3480,4,"308808005900000001-0000    308",355000,328876.253163787,c(-73.9316863587374, 40.584782264496)
"362",4,4140,1,"401949010600000001-0000    7AA",165000,204398.376701196,c(-73.8579884895663, 40.7382245756725)
"363",1,1200,1,"101312002800000001-0000    10C",395000,405778.873057216,c(-73.9680535857936, 40.7607793824496)
"364",4,4220,3,"402234000600000001-0000    526",248000,223844.013235579,c(-73.8405398336723, 40.7223753198179)
"365",3,3020,1,"305892003500000001-0000     5H",180000,187481.225316146,c(-74.0223341191881, 40.6326545332261)
"366",1,1271,1,"101552003400000001-0000     1C",317500,305617.775826435,c(-73.9484019805224, 40.7795637684243)
"367",1,1270,5,"101411004000000001-0000     3K",750000,785288.887089668,c(-73.9587721614039, 40.7728665960865)
"368",1,1050,6,"100117000100000003-0000    11D",975000,950325.210245314,c(-73.9998514726025, 40.7125282427346)
"369",3,3201,6,"300086001100000007-0000     8C",520000,321198.76314077,c(-73.9878532443117, 40.6978012627673)
"370",2,2190,3,"205770006900000001-0000     4A",190000,203672.354382947,c(-73.9051010692023, 40.8867240380717)
"371",4,4310,7,"411459000100000043-1000    170",365000,322066.81165822,c(-73.8535245784304, 40.6632879808133)
"372",4,4470,4,"402116004300000001-0000     C6",295000,297093.122193446,c(-73.8527674551866, 40.7291692862931)
"373",4,4140,1,"401727000800000006-0000     3E",120000,136120.333230889,c(-73.8562352648648, 40.7576018057688)
"374",1,1140,2,"102240003700000001-0000     4D",422000,422183.261216192,c(-73.9233963411584, 40.8681267412757)
"375",1,1270,10,"101376003700000001-0000    11W",6672500,7039109.53660583,c(-73.9689699782957, 40.7647680101087)
"376",1,1270,9,"101413004000000001-0000    18A",1950000,2153121.56296548,c(-73.9579400992176, 40.7742474809584)
"377",1,1282,10,"101890006100000001-0000     2A",2760000,2490418.64835277,c(-73.9699491634649, 40.8002766201016)
"378",4,4370,3,"403333001600000001-0000    02A",243000,248668.383119883,c(-73.8295033746257, 40.7075563720669)
"379",1,1280,1,"101140004600000001-0000    77B",399000,454897.537063693,c(-73.9816647711354, 40.7758772896422)
"380",2,2300,4,"205723009400000001-0000     3A",215000,235467.583918766,c(-73.9182491078572, 40.8773941096602)
"381",1,1281,5,"101235002600000001-0000     43",755000,677074.214707216,c(-73.9749539916918, 40.7887917541194)
"382",3,3400,5,"305399002100000001-0000     2P",420000,328202.066159807,c(-73.9731787630206, 40.6350608845596)
"383",1,1220,3,"100894000600000001-0000     8A",550000,542913.821474674,c(-73.9787223941233, 40.7495194031808)
"384",1,1291,1,"102180037100000001-0000     6G",330000,333673.504743367,c(-73.9354470997738, 40.855302249188)
"385",4,4560,10,"400194002300000001-0000    E41",645000,596560.933613802,c(-73.9248166461398, 40.7433918775048)
"386",4,4050,5,"405857011000000048-0000    194",325000,418129.372185461,c(-73.7809804826379, 40.7845970802212)
"387",4,4440,6,"407732015000000013-1000   135J",345000,350840.223705886,c(-73.7612725213745, 40.7382840957802)
"388",4,4560,10,"400198001900000002-0000     5C",635000,585151.740454147,c(-73.9245439883034, 40.7409535734427)
"389",1,1281,10,"101197002900000001-0000  0010A",3575000,2927849.24259683,c(-73.9709382048796, 40.7836684827512)
"390",4,4440,4,"40767000020000008-13000      A",293000,295033.00257236,c(-73.7525580081948, 40.7459999083849)
"391",1,1282,2,"101890002800000001-0000     5A",480000,492429.159831579,c(-73.9708171301879, 40.7998154880604)
"392",1,1100,7,"100818002200000001-0000      5",1175000,1517020.45014894,c(-73.9942181590876, 40.7382193780924)
"393",1,1180,6,"100321000100000009-0000  J1803",848000,961986.841490258,c(-73.9783767808142, 40.7143242282315)
"394",4,4060,10,"404574004100000001-0000     2G",610000,594035.449543259,c(-73.7992809825195, 40.7951211800138)
"395",1,1281,6,"101209010900000001-0000     83",850000,861861.418271271,c(-73.9669099472179, 40.7919731752242)
"396",4,4211,3,"406527005000000002-0000     3G",265000,249945.197026569,c(-73.8229897662508, 40.73501921315)
"397",3,3440,10,"301171000200000001-0000     6D",1570000,1484416.40951672,c(-73.9673730265539, 40.6747093265292)
"398",1,1272,9,"101602000100000001-0000     6E",1995000,2487532.1706316,c(-73.9552076181915, 40.7879783725704)
"399",3,3401,1,"307223001100000001-0000     3E",240000,250638.300689217,c(-73.962585694949, 40.5884748447533)
"400",1,1202,5,"101049000100000002-0000    4RN",800000,824848.343018519,c(-73.9841248570306, 40.7689490314921)
"401",4,4220,5,"402133003600000001-0000    23E",315000,397269.756299865,c(-73.849768210313, 40.7286882504757)
"402",4,4320,7,"401439000100000004-0000     5L",365000,343035.50923793,c(-73.8763676882794, 40.7555627768896)
"403",4,4440,2,"40763600070000002-43000   263A",235000,247488.374649593,c(-73.7603879652191, 40.7409365865241)
"404",4,4470,5,"402093024500000004-0000    15C",320000,300663.827302983,c(-73.8592631495645, 40.7336443755107)
"405",1,1100,2,"100842000700000001-0000    424",490000,559189.817578134,c(-73.9925097137662, 40.735852530367)
"406",1,1120,8,"100576002200000002-0000     3N",1575000,2228577.74524626,c(-73.9959979216538, 40.7357797460824)
