bbl,GROSSCON,COOPUNITKEY,geometry
4020860050,330000,402086005000000006-0000    10C,"c(-73.8598809796084, 40.7322696134384)"
4047690001,240000,404769000100000002-0000     6D,"c(-73.8253918478172, 40.7752092527648)"
1015550023,625000,101555002300000001-0000    19J,"c(-73.9467014930952, 40.7811837062279)"
1020610051,749000,102061005100000001-0000     31,"c(-73.9456472155611, 40.8258531159163)"
3068180025,260000,306818002500000001-0000     V4,"c(-73.9597614940046, 40.6044650639439)"
4031570101,330000,403157010100000001-0000    B14,"c(-73.8566242455495, 40.725688268379)"
4045740080,430000,404574008000000001-0000     7G,"c(-73.7966247995823, 40.7949600276669)"
3025690035,775000,302569003500000001-0000     2C,"c(-73.9547835503202, 40.7284216378936)"
1019780001,295000,101978000100000002-0000    02E,"c(-73.9586962723194, 40.8125152615125)"
1008730019,710000,100873001900000001-0000    05H,"c(-73.9866710658313, 40.7360759547587)"
1013350022,285000,101335002200000001-0000   1219,"c(-73.969992974262, 40.7493465828214)"
1013340022,270000,101334002200000001-0000    716,"c(-73.970510856595, 40.7486411257224)"
4067150002,280000,406715000200000001-0000    28A,"c(-73.8125568418903, 40.7171201503759)"
1013230036,800000,101323003600000001-0000    11D,"c(-73.9697574638724, 40.7551589793385)"
1018900028,495000,101890002800000001-0000     7B,"c(-73.9708171301879, 40.7998154880604)"
4084890001,300000,408489000100000001-0000    27B,"c(-73.7142119283782, 40.7567797984328)"
1013280021,630000,101328002100000001-0000    10K,"c(-73.9667925521844, 40.7578499401902)"
3019020001,800000,301902000100000002-0000     6C,"c(-73.9681310607595, 40.6922421297711)"
2059530240,265000,205953024000000003-0000    15R,"c(-73.9054208880704, 40.9092522950817)"
4039070975,240000,403907097500000001-1000     3N,"c(-73.8516308223066, 40.6991314383951)"
4012900013,710000,401290001300000001-0000      1,"c(-73.8863134697963, 40.7487724694154)"
4098350003,220000,409835000300000001-0000    11J,"c(-73.7874941898549, 40.7123125033642)"
1013380005,1150000,101338000500000001-0000    14H,"c(-73.9699269796242, 40.7517689843256)"
1013300038,450000,101330003800000001-0000     6F,"c(-73.9667975189131, 40.7596297479267)"
4014210001,280000,401421000100000005-0000    610,"c(-73.87675473101, 40.7577059487531)"
4013140011,365000,401314001100000001-0000     6F,"c(-73.9130998206388, 40.7451129922237)"
3088210001,260000,308821000100000001-0000     1B,"c(-73.9333365905762, 40.5992618508567)"
3000860011,580000,300086001100000003-0000     4B,"c(-73.9878532443117, 40.6978012627673)"
3076810010,198000,307681001000000003-0000     5E,"c(-73.9470550448177, 40.6149381028574)"
1011240042,440000,101124004200000001-0000     5L,"c(-73.9771476182032, 40.7764101415495)"
4092090049,205000,409209004900000001-0000     2E,"c(-73.8360518966568, 40.7041431360332)"
3088210001,260000,308821000100000002-0000     3B,"c(-73.9333365905762, 40.5992618508567)"
1010360014,550000,101036001400000001-0000    208,"c(-73.9896307729351, 40.7599315186929)"
4021390007,470000,402139000700000001-0000    A11,"c(-73.848674883893, 40.7245529938121)"
2033430076,225000,203343007600000001-0000     2G,"c(-73.8765798459573, 40.8758498315655)"
4021330016,525000,402133001600000001-0000  K008F,"c(-73.8508390529811, 40.7283478634108)"
4018720011,475000,401872001100000001-0000     1N,"c(-73.868774597856, 40.7364952798012)"
4084890001,215000,408489000100000002-0000     8B,"c(-73.7142119283782, 40.7567797984328)"
3019020001,710000,301902000100000002-0000     1C,"c(-73.9681310607595, 40.6922421297711)"
4011110001,315000,401111000100000011-0000    F5A,"c(-73.9059545133664, 40.7582907935241)"
1009170017,450000,100917001700000001-0000    21C,"c(-73.9757727770169, 40.7466534153236)"
4077420003,360000,4077420003000002-130000   64B2,"c(-73.7533622250934, 40.7408888582161)"
1013650020,970000,101365002000000001-0000    6ES,"c(-73.9628523541684, 40.7553462616477)"
4020860050,300000,402086005000000006-0000    12B,"c(-73.8598809796084, 40.7322696134384)"
3010300036,750000,301030003600000001-0000     4R,"c(-73.9835925693533, 40.6651160126847)"
1011640002,649000,101164000200000001-0000    11B,"c(-73.9839864755539, 40.7799134726523)"
4059000075,425000,405900007500000001-0000     3C,"c(-73.7768428035785, 40.7816448402307)"
2031730013,200000,203173001300000001-0000     6E,"c(-73.8999795040673, 40.8608465026821)"
3069330055,315000,306933005500000001-0000    16B,"c(-73.9916166814721, 40.5893031258185)"
4066330001,380000,406633000100000020-0000     2C,"c(-73.818506364122, 40.7179359079829)"
4105380070,245000,410538007000000002-0000    A46,"c(-73.7622877856304, 40.7215069467837)"
1013350022,310000,101335002200000001-0000   1212,"c(-73.969992974262, 40.7493465828214)"
3072140001,225000,307214000100000002-0000     1H,"c(-73.9710202547269, 40.5871500637629)"
4059580100,370000,405958010000000001-0000     2J,"c(-73.774863980502, 40.7815730330188)"
4059380005,390000,405938000500000001-0000     7R,"c(-73.7758752818077, 40.7850229651994)"
1014990032,1050000,101499003200000001-0000    11E,"c(-73.9569613193925, 40.7812080727545)"
4031630015,180000,403163001500000001-0000     6P,"c(-73.8562184673877, 40.7211888508641)"
1013300038,450000,101330003800000001-0000     6K,"c(-73.9667975189131, 40.7596297479267)"
1011450001,750000,101145000100000001-0000     2B,"c(-73.9806572839604, 40.7793355185712)"
4031630015,180000,403163001500000001-0000     3R,"c(-73.8562184673877, 40.7211888508641)"
1013490009,510000,101349000900000001-0000     6F,"c(-73.9646866770406, 40.758404919389)"
4020860050,290000,402086005000000005-0000    14L,"c(-73.8598809796084, 40.7322696134384)"
5000010216,425000,500001021600000001-0000    A4E,"c(-74.0739643253496, 40.6381177858733)"
1008850074,415000,100885007400000001-0000     2B,"c(-73.9821890954514, 40.7438999539991)"
1011380001,555000,101138000100000001-0000    12S,"c(-73.983759425779, 40.7748586948902)"
4050160007,420000,405016000700000006-0000    D36,"c(-73.8179013540483, 40.7643546648156)"
4019490106,225000,401949010600000001-0000     3P,"c(-73.8579884895663, 40.7382245756725)"
2032260053,278000,203226005300000006-0000    14F,"c(-73.9077536434926, 40.864591539613)"
1013410001,550000,101341000100000001-0000     4C,"c(-73.968922051687, 40.7537271130998)"
4084010675,340000,4084010675000002-100000    82B,"c(-73.7234374600889, 40.7512949406207)"
1009160061,410000,100916006100000001-0000     4A,"c(-73.9769541536058, 40.746705449609)"
2032260053,266000,203226005300000001-0000     7G,"c(-73.9077536434926, 40.864591539613)"
1009050026,520000,100905002600000001-0000     5J,"c(-73.9805910177636, 40.7388700344371)"
1013470018,350000,101347001800000001-0000     5J,"c(-73.9649217794156, 40.7568791248901)"
1013510017,265000,101351001700000001-0000     3F,"c(-73.9631455883935, 40.7595343394548)"
1005020012,425000,100502001200000001-0000     5E,"c(-74.0016867890642, 40.725695087095)"
3060900005,245000,306090000500000001-0000     6J,"c(-74.0267702162058, 40.6173153746671)"
1002630008,900000,100263000800000001-0000  A1903,"c(-73.9789832236522, 40.7129513545995)"
1013470009,320000,101347000900000001-0000     4K,"c(-73.9656539047811, 40.7571869769557)"
4021620122,295000,402162012200000001-0000   C900,"c(-73.8474596424591, 40.7377499747607)"
3059060018,190000,305906001800000003-0000    321,"c(-74.0307002586211, 40.634034060741)"
4050160007,350000,405016000700000005-0000    C66,"c(-73.8179013540483, 40.7643546648156)"
3067760065,150000,306776006500000001-0000     1J,"c(-73.9600486565762, 40.609607581338)"
1005320020,850000,100532002000000001-0000   0505,"c(-73.9959366120402, 40.7271279257018)"
1014830038,545000,101483003800000001-0000     7U,"c(-73.9528275583435, 40.7659770206187)"
1021800326,345000,102180032600000002-0000     4A,"c(-73.9340788973006, 40.8550920851554)"
4050400032,350000,405040003200000001-0000     3A,"c(-73.8314082682503, 40.7561385797912)"
4005570003,350000,400557000300000011-0000    11B,"c(-73.9317116636673, 40.7626039028715)"
1009280001,650000,100928000100000001-0000     4P,"c(-73.9807845188557, 40.7372107763318)"
4019080001,220000,401908000100000003-0000     2E,"c(-73.8610366760077, 40.7385794868999)"
4021510101,290000,402151010100000007-0000     3B,"c(-73.8502617581199, 40.7308778174249)"
4039070975,275000,403907097500000001-1000     5N,"c(-73.8516308223066, 40.6991314383951)"
4005570003,500000,400557000300000014-0000    15B,"c(-73.9317116636673, 40.7626039028715)"
4083370001,300000,40833700010000002-20000    317,"c(-73.7298551227286, 40.7596036895046)"
1000650017,1100000,100065001700000001-0000     8E,"c(-74.009503825818, 40.7098320578559)"
3075780062,285000,307578006200000001-0000     4N,"c(-73.9449119340439, 40.6314699002125)"
4077420003,323000,4077420003000002-132000   66A1,"c(-73.7533622250934, 40.7408888582161)"
4014540001,350000,401454000100000002-0000     5D,"c(-73.8742656001621, 40.7544212809746)"
3075600001,300000,307560000100000001-0000    12N,"c(-73.9451602873481, 40.6321207581185)"
1007310060,755000,100731006000000001-0000     8H,"c(-73.9976710066137, 40.7536625655247)"
1015420014,960000,101542001400000001-0000     C5,"c(-73.9534949518664, 40.7729966210046)"
1013350022,280000,101335002200000001-0000    209,"c(-73.969992974262, 40.7493465828214)"
4020860050,300000,402086005000000005-0000    12C,"c(-73.8598809796084, 40.7322696134384)"
1013710014,1800000,101371001400000001-0000    16K,"c(-73.9613878947064, 40.7555808528985)"
4096650001,220000,409665000100000001-0000     6C,"c(-73.8189289642914, 40.7123415938686)"
3019440004,810000,301944000400000011-0000     8B,"c(-73.967106055987, 40.6873085495432)"
4067150002,260000,406715000200000001-0000    33D,"c(-73.8125568418903, 40.7171201503759)"
3053290072,590000,305329007200000001-0000    11R,"c(-73.9740414304079, 40.646687655518)"
1013250024,499000,101325002400000001-0000     8H,"c(-73.9683182302437, 40.7558581936504)"
4077540003,325000,40775400030000003-14000  284A1,"c(-73.7527434776046, 40.7387611497005)"
1013990033,925000,101399003300000001-0000    14F,"c(-73.9643876379293, 40.7651248140243)"
1002630008,900000,100263000800000001-0000  A1902,"c(-73.9789832236522, 40.7129513545995)"
4011110001,330000,401111000100000001-0000    C6E,"c(-73.9059545133664, 40.7582907935241)"
3061150042,310000,306115004200000001-0000    E11,"c(-74.0369814926134, 40.6172359827519)"
1013350022,275000,101335002200000001-0000   2112,"c(-73.969992974262, 40.7493465828214)"
2043190040,150000,204319004000000001-0000     2G,"c(-73.8659973986441, 40.8558067338331)"
2059530550,190000,205953055000000004-0000     2C,"c(-73.9061150363699, 40.9052352678195)"
2042910014,155000,204291001400000001-2000     5H,"c(-73.865315737909, 40.8533992847004)"
3010800035,230000,301080003500000001-0000     3I,"c(-73.9766539751782, 40.669317074116)"
1021790010,670000,102179001000000003-0000    133,"c(-73.9400594375885, 40.8534031928776)"
1013670001,615000,101367000100000001-0000     4J,"c(-73.9631217477455, 40.7570988822293)"
1008640035,510000,100864003500000001-0000    21C,"c(-73.9814950604562, 40.7474944338011)"
2057880119,379000,205788011900000001-0000     5A,"c(-73.9117708380265, 40.8841983279902)"
4021510101,290000,402151010100000006-0000     4D,"c(-73.8502617581199, 40.7308778174249)"
1018870016,525000,101887001600000001-0000     2B,"c(-73.9733301896094, 40.7956121282206)"
3069330055,315000,306933005500000002-0000     4E,"c(-73.9916166814721, 40.5893031258185)"
1015790023,2100000,101579002300000001-0000    32B,"c(-73.9469506505762, 40.7727920679517)"
4015130028,380000,401513002800000001-0000     A4,"c(-73.8779693969543, 40.7460233144075)"
1013330001,460000,101333000100000001-0000    11X,"c(-73.9724971040131, 40.7485605133245)"
1018870016,525000,101887001600000001-0000     4C,"c(-73.9733301896094, 40.7956121282206)"
4050070022,290000,405007002200000001-0000     6P,"c(-73.8156681071096, 40.7661003153751)"
1019780001,605000,101978000100000004-0000    12B,"c(-73.9586962723194, 40.8125152615125)"
1015660029,300000,101566002900000001-0000     2H,"c(-73.9473252888126, 40.7766465317196)"
4098600040,190000,409860004000000001-0000    217,"c(-73.7956956582022, 40.7148251162707)"
1012430028,745000,101243002800000001-0000     4H,"c(-73.9713271143836, 40.7938293663766)"
1013340022,280000,101334002200000001-0000   1406,"c(-73.970510856595, 40.7486411257224)"
1018790001,1525000,101879000100000001-0000     8E,"c(-73.9672445110495, 40.8022190873479)"
1013350022,305000,101335002200000001-0000   1003,"c(-73.969992974262, 40.7493465828214)"
4073490001,245000,407349000100000020-0000     3C,"c(-73.7640803706605, 40.7568644372392)"
4043120010,360000,404312001000000005-0000     6B,"c(-73.8288909797384, 40.7731266239402)"
4021350050,295000,402135005000000001-0000     4C,"c(-73.849779588385, 40.7270477612442)"
3019020001,825000,301902000100000006-0000     7E,"c(-73.9681310607595, 40.6922421297711)"
2057220445,410000,205722044500000001-0000    15D,"c(-73.9168597790226, 40.878087619241)"
4077320002,240000,407732000200000011-1000   112K,"c(-73.760419107419, 40.7391261677651)"
1010490001,759000,101049000100000001-0000    5FS,"c(-73.9841248570306, 40.7689490314921)"
4001280007,555135,400128000700000003-0000     4D,"c(-73.9125552266127, 40.7475645954707)"
4105240150,225000,410524015000000007-5000     1C,"c(-73.7653843600694, 40.7209000737693)"
3077800008,250000,307780000800000005-0000     7A,"c(-73.9236642313852, 40.6295408725691)"
1013280021,630000,101328002100000001-0000    14H,"c(-73.9667925521844, 40.7578499401902)"
1013330001,385000,101333000100000001-0000     2U,"c(-73.9724971040131, 40.7485605133245)"
4076360007,270000,40763600070000002-18000   235A,"c(-73.7603879652191, 40.7409365865241)"
4014740012,440000,401474001200000002-0000   002B,"c(-73.8797559186061, 40.7491560508466)"
4019080001,220000,401908000100000004-0000     2G,"c(-73.8610366760077, 40.7385794868999)"
3087210360,350000,308721036000000001-0000     2E,"c(-73.9561833950735, 40.5766486069085)"
3072740015,440000,307274001500000003-0000     7H,"c(-73.9698590156726, 40.5788513122297)"
3072740015,450000,307274001500000003-1000    14H,"c(-73.9698590156726, 40.5788513122297)"
4087620001,260000,408762000100000010-5000   180B,"c(-73.7015359570543, 40.7419253696509)"
1003150001,650000,100315000100000005-0000  E1704,"c(-73.9859018520821, 40.7150585343655)"
1011840087,385000,101184008700000001-0000    16F,"c(-73.9837313165334, 40.7817556343155)"
1005560044,1200000,100556004400000001-0000     4D,"c(-73.9897018751881, 40.7323515654729)"
4020930245,270000,402093024500000005-0000    15G,"c(-73.8592631495645, 40.7336443755107)"
1013340022,285000,101334002200000001-0000   1417,"c(-73.970510856595, 40.7486411257224)"
1014470019,650000,101447001900000001-0000    24C,"c(-73.9564599780601, 40.7683018702458)"
1008710044,750000,100871004400000001-0000     5G,"c(-73.9867597644408, 40.7345707195945)"
1013280021,650000,101328002100000001-0000     6S,"c(-73.9667925521844, 40.7578499401902)"
4077390003,325000,40773900030000001-47000  355A2,"c(-73.7560069493339, 40.7404422666459)"
1013340041,335000,101334004100000001-0000    303,"c(-73.9714800907511, 40.7492114132245)"
4022660100,150000,402266010000000001-0000     4F,"c(-73.8336573616209, 40.717186458641)"
1015650029,730000,101565002900000001-0000    29E,"c(-73.9478840306659, 40.7758797850368)"
1013340022,260000,101334002200000001-0000   2006,"c(-73.970510856595, 40.7486411257224)"
3075780062,285000,307578006200000001-0000     1H,"c(-73.9449119340439, 40.6314699002125)"
1007310060,490000,100731006000000001-0000     8K,"c(-73.9976710066137, 40.7536625655247)"
3023980015,430000,302398001500000001-0000     17,"c(-73.9535378671326, 40.7111092308563)"
4039070960,300000,403907096000000001-0000     5H,"c(-73.852322970255, 40.7001350625872)"
4097180002,230000,409718000200000001-0000    329,"c(-73.8163685846512, 40.7131582512318)"
4077320150,285000,407732015000000014-0000   142B,"c(-73.7612725213745, 40.7382840957802)"
1013280021,735000,101328002100000001-0000    17M,"c(-73.9667925521844, 40.7578499401902)"
4051920055,300000,405192005500000001-0000     5C,"c(-73.8210858191961, 40.7535726717825)"
4014430057,485000,401443005700000001-0000     41,"c(-73.8845824024596, 40.7528311833872)"
3074230011,260000,307423001100000002-0000     1F,"c(-73.938980012222, 40.5928629258896)"
4001280007,519000,400128000700000005-0000     6B,"c(-73.9125552266127, 40.7475645954707)"
2043190040,150000,204319004000000001-0000     3F,"c(-73.8659973986441, 40.8558067338331)"
1008800042,840000,100880004200000001-0000    15G,"c(-73.9827619452082, 40.739870819936)"
